date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:46:36	31023/31023	---M--	200	added ('OK')	text/css	etag:%22792f-60456b7048181%22	http://www.cantaclaro.com.pe/wp-content/plugins/wp-whatsapp-chat/build/frontend/css/style.css?ver=6.2.1	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/plugins/wp-whatsapp-chat/build/frontend/css/stylef731.css	(from http://www.cantaclaro.com.pe/)
19:46:37	2357/2357	---M--	200	added ('OK')	text/css	etag:%22935-60456b868aaf4%22	http://www.cantaclaro.com.pe/wp-content/plugins/wp-whatsapp-chat-pro/assets/qlwapp-icons.min.css?ver=2.6.4	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/plugins/wp-whatsapp-chat-pro/assets/qlwapp-icons.min72e6.css	(from http://www.cantaclaro.com.pe/)
19:46:41	424726/424726	---M--	200	added ('OK')	text/css	etag:%2267b16-60456bd140c43%22	http://www.cantaclaro.com.pe/wp-content/themes/Impreza/css/style.min.css?ver=8.13.4	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/themes/Impreza/css/style.min37b9.css	(from http://www.cantaclaro.com.pe/)
19:46:42	52113/52113	---M--	200	added ('OK')	text/css	etag:%22cb91-60456bb027f49%22	http://www.cantaclaro.com.pe/wp-content/themes/Impreza/common/css/plugins/woocommerce.min.css?ver=8.13.4	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/themes/Impreza/common/css/plugins/woocommerce.min37b9.css	(from http://www.cantaclaro.com.pe/)
19:46:44	188/188	---M--	200	added ('OK')	text/css	etag:%22bc-60456bdce25c2%22	http://www.cantaclaro.com.pe/wp-content/themes/Impreza-child/style.css?ver=8.13.4	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/themes/Impreza-child/style37b9.css	(from http://www.cantaclaro.com.pe/)
19:46:45	22808/22808	---M--	200	added ('OK')	text/css	etag:%225918-60456c9a6b059%22	http://www.cantaclaro.com.pe/wp-content/uploads/smile_fonts/Defaults/Defaults.css?ver=3.19.13	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/uploads/smile_fonts/Defaults/Defaults9957.css	(from http://www.cantaclaro.com.pe/)
19:46:45	13362/13362	---M--	200	added ('OK')	text/css	etag:%223432-604560882caf9%22	http://www.cantaclaro.com.pe/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/style.min.css?ver=3.19.13	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/style.min9957.css	(from http://www.cantaclaro.com.pe/)
19:46:46	5953/5953	---M--	200	added ('OK')	text/css	etag:%221741-60456087067db%22	http://www.cantaclaro.com.pe/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/slick.min.css?ver=3.19.13	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/slick.min9957.css	(from http://www.cantaclaro.com.pe/)
19:46:46	42116/42116	---M--	200	added ('OK')	application/font-woff	etag:%22a484-60456bfc4626c%22	http://www.cantaclaro.com.pe/wp-content/uploads/2023/05/CoreRhino55Medium.woff	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/uploads/2023/05/CoreRhino55Medium.woff	(from http://www.cantaclaro.com.pe/)
19:46:46	1523/1523	---M--	200	added ('OK')	text/css	etag:%225f3-60456050fa4ce%22	http://www.cantaclaro.com.pe/wp-content/plugins/Ultimate_VC_Addons/assets/css/icons.css?ver=3.19.13	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/plugins/Ultimate_VC_Addons/assets/css/icons9957.css	(from http://www.cantaclaro.com.pe/)
19:46:46	42536/42536	---M--	200	added ('OK')	application/font-woff	etag:%22a628-60456bfcb1d1c%22	http://www.cantaclaro.com.pe/wp-content/uploads/2023/05/CoreRhino65Bold.woff	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/uploads/2023/05/CoreRhino65Bold.woff	(from http://www.cantaclaro.com.pe/)
19:46:47	70192/70192	---M--	200	added ('OK')	text/css	etag:%2211230-6045607b8e287%22	http://www.cantaclaro.com.pe/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/animate.min.css?ver=3.19.13	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/animate.min9957.css	(from http://www.cantaclaro.com.pe/)
19:46:48	41504/41504	---M--	200	added ('OK')	application/font-woff	etag:%22a220-60456bfcc3e2d%22	http://www.cantaclaro.com.pe/wp-content/uploads/2023/05/CoreRhino75Heavy.woff	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/uploads/2023/05/CoreRhino75Heavy.woff	(from http://www.cantaclaro.com.pe/)
19:46:48	1117/1117	---M--	200	added ('OK')	application/javascript	etag:%2245d-60456099edb0d%22	http://www.cantaclaro.com.pe/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/ultimate-params.min.js?ver=3.19.13	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/ultimate-params.min9957.js	(from http://www.cantaclaro.com.pe/)
19:46:49	1336/1336	---M--	200	added ('OK')	application/javascript	etag:%22538-604560956f85f%22	http://www.cantaclaro.com.pe/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/jquery-appear.min.js?ver=3.19.13	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/jquery-appear.min9957.js	(from http://www.cantaclaro.com.pe/)
19:46:50	3010/3010	---M--	200	added ('OK')	application/javascript	etag:%22bc2-6045609795180%22	http://www.cantaclaro.com.pe/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/slick-custom.min.js?ver=3.19.13	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/slick-custom.min9957.js	(from http://www.cantaclaro.com.pe/)
19:46:54	40493/40493	---M--	200	added ('OK')	application/javascript	etag:%229e2d-60456097e04a6%22	http://www.cantaclaro.com.pe/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/slick.min.js?ver=3.19.13	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/slick.min9957.js	(from http://www.cantaclaro.com.pe/)
19:46:55	24864/24864	---MC-	200	added ('OK')	application/json	date:Fri,%2017%20Jan%202025%2000:46:51%20GMT	http://www.cantaclaro.com.pe/wp-json/wp/v2/pages/5	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-json/wp/v2/pages/5.json	(from http://www.cantaclaro.com.pe/)
19:46:55	834/834	---M--	200	added ('OK')	text/xml	date:Fri,%2017%20Jan%202025%2000:46:56%20GMT	http://www.cantaclaro.com.pe/xmlrpc.php?rsd	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/xmlrpc0db0.php	(from http://www.cantaclaro.com.pe/)
19:46:55	87482/87482	---M--	200	added ('OK')	application/javascript	etag:%22155ba-60456e80a8e1e%22	http://www.cantaclaro.com.pe/wp-includes/js/jquery/jquery.min.js?ver=3.7.0	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-includes/js/jquery/jquery.min3088.js	(from http://www.cantaclaro.com.pe/)
19:46:57	2372/2372	---M--	200	added ('OK')	application/json	date:Fri,%2017%20Jan%202025%2000:46:57%20GMT	http://www.cantaclaro.com.pe/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.cantaclaro.com.pe%2F	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-json/oembed/1.0/embed675f.json	(from http://www.cantaclaro.com.pe/)
19:46:58	2446/2446	---M--	200	added ('OK')	text/xml	date:Fri,%2017%20Jan%202025%2000:46:58%20GMT	http://www.cantaclaro.com.pe/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.cantaclaro.com.pe%2F&format=xml	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-json/oembed/1.0/embeddb98	(from http://www.cantaclaro.com.pe/)
19:46:59	137104/137104	---M--	200	added ('OK')	text/html	etag:%2221790-60456bd60e47f%22	http://www.cantaclaro.com.pe/wp-content/themes/Impreza/fonts/fa-solid-900.woff2?ver=8.13.4	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/themes/Impreza/fonts/fa-solid-90037b9.html	(from http://www.cantaclaro.com.pe/)
19:47:02	17095/17095	---M--	200	added ('OK')	image/png	etag:%2242c7-60456c7d4e3fc%22	http://www.cantaclaro.com.pe/wp-content/uploads/2023/06/Logo-Cantaclaro-150x150.png	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/uploads/2023/06/Logo-Cantaclaro-150x150.png	(from http://www.cantaclaro.com.pe/)
19:47:03	168824/168824	---M--	200	added ('OK')	text/html	etag:%2229378-60456bd56228a%22	http://www.cantaclaro.com.pe/wp-content/themes/Impreza/fonts/fa-regular-400.woff2?ver=8.13.4	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/themes/Impreza/fonts/fa-regular-40037b9.html	(from http://www.cantaclaro.com.pe/)
19:47:06	42839/42839	---M--	200	added ('OK')	image/png	etag:%22a757-60456c7dbe4fc%22	http://www.cantaclaro.com.pe/wp-content/uploads/2023/06/Logo-Cantaclaro-300x300.png	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/uploads/2023/06/Logo-Cantaclaro-300x300.png	(from http://www.cantaclaro.com.pe/)
19:47:08	184204/184204	---M--	200	added ('OK')	text/html	etag:%222cf8c-60456bd4b453d%22	http://www.cantaclaro.com.pe/wp-content/themes/Impreza/fonts/fa-light-300.woff2?ver=8.13.4	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/themes/Impreza/fonts/fa-light-30037b9.html	(from http://www.cantaclaro.com.pe/)
19:47:31	183368/183368	---M--	200	added ('OK')	application/font-woff	etag:%222cc48-60456bd5df294%22	http://www.cantaclaro.com.pe/wp-content/themes/Impreza/fonts/fa-solid-900.woff?ver=8.13.4	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/themes/Impreza/fonts/fa-solid-90037b9.woff	(from http://www.cantaclaro.com.pe/)
19:47:32	182080/182080	---M--	200	added ('OK')	text/html	etag:%222c740-60456bd394b98%22	http://www.cantaclaro.com.pe/wp-content/themes/Impreza/fonts/fa-duotone-900.woff2?ver=8.13.4	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/themes/Impreza/fonts/fa-duotone-90037b9.html	(from http://www.cantaclaro.com.pe/)
19:47:42	224592/224592	---M--	200	added ('OK')	application/font-woff	etag:%2236d50-60456bd5328cf%22	http://www.cantaclaro.com.pe/wp-content/themes/Impreza/fonts/fa-regular-400.woff?ver=8.13.4	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/themes/Impreza/fonts/fa-regular-40037b9.woff	(from http://www.cantaclaro.com.pe/)
19:47:43	76728/76728	---M--	200	added ('OK')	text/html	etag:%2212bb8-60456bd2e2be3%22	http://www.cantaclaro.com.pe/wp-content/themes/Impreza/fonts/fa-brands-400.woff2?ver=8.13.4	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/themes/Impreza/fonts/fa-brands-40037b9.html	(from http://www.cantaclaro.com.pe/)
19:47:51	245416/245416	---M--	200	added ('OK')	application/font-woff	etag:%223bea8-60456bd464faf%22	http://www.cantaclaro.com.pe/wp-content/themes/Impreza/fonts/fa-light-300.woff?ver=8.13.4	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/themes/Impreza/fonts/fa-light-30037b9.woff	(from http://www.cantaclaro.com.pe/)
19:47:52	128352/128352	---M--	200	added ('OK')	text/html	etag:%221f560-60456bd68fec1%22	http://www.cantaclaro.com.pe/wp-content/themes/Impreza/fonts/material-icons.woff2?ver=8.13.4	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/themes/Impreza/fonts/material-icons37b9.html	(from http://www.cantaclaro.com.pe/)
19:47:56	85952/85952	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Jan%202025%2000:47:53%20GMT	http://www.cantaclaro.com.pe/wp-content/themes/Impreza/fonts/material-icons.woff?ver=8.13.4	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/themes/Impreza/fonts/material-icons37b9.woff	(from http://www.cantaclaro.com.pe/)
19:47:57	1466/1466	---M--	200	added ('OK')	image/png	etag:%225ba-60456bb2374f1%22	http://www.cantaclaro.com.pe/wp-content/themes/Impreza/common/css/vendor/images/marker-icon.png	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/themes/Impreza/common/css/vendor/images/marker-icon.png	(from http://www.cantaclaro.com.pe/)
19:48:00	15026/15026	---M--	200	added ('OK')	image/png	etag:%223ab2-60456c551f70a%22	http://www.cantaclaro.com.pe/wp-content/uploads/2023/05/hoja.png	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/uploads/2023/05/hoja.png	(from http://www.cantaclaro.com.pe/)
19:48:02	89988/89988	---M--	200	added ('OK')	application/font-woff	etag:%2215f84-60456bd2cdbf1%22	http://www.cantaclaro.com.pe/wp-content/themes/Impreza/fonts/fa-brands-400.woff?ver=8.13.4	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/themes/Impreza/fonts/fa-brands-40037b9.woff	(from http://www.cantaclaro.com.pe/)
19:48:02	15999/15999	---M--	200	added ('OK')	image/jpeg	etag:%223e7f-60456bfa8b842%22	http://www.cantaclaro.com.pe/wp-content/uploads/2023/05/Banner-recetas-ai.jpg	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/uploads/2023/05/Banner-recetas-ai.jpg	(from http://www.cantaclaro.com.pe/)
19:48:20	258976/258976	---M--	200	added ('OK')	application/font-woff	etag:%223f3a0-60456bd397a78%22	http://www.cantaclaro.com.pe/wp-content/themes/Impreza/fonts/fa-duotone-900.woff?ver=8.13.4	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/themes/Impreza/fonts/fa-duotone-90037b9.woff	(from http://www.cantaclaro.com.pe/)
19:48:25	106815/106815	---MC-	200	added ('OK')	text/html	date:Fri,%2017%20Jan%202025%2000:48:21%20GMT	http://www.cantaclaro.com.pe/nosotros/	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/nosotros/index.html	(from http://www.cantaclaro.com.pe/)
19:48:35	187583/187583	---M--	200	added ('OK')	image/png	etag:%222dcbf-60456c2a1faba%22	http://www.cantaclaro.com.pe/wp-content/uploads/2023/05/Logo-Cantaclaro2-968x1024.png	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/uploads/2023/05/Logo-Cantaclaro2-968x1024.png	(from http://www.cantaclaro.com.pe/)
19:48:40	103227/103227	---MC-	200	added ('OK')	text/html	date:Fri,%2017%20Jan%202025%2000:48:36%20GMT	http://www.cantaclaro.com.pe/menestras/	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/menestras/index.html	(from http://www.cantaclaro.com.pe/)
19:48:51	267145/267145	---M--	200	added ('OK')	image/jpeg	etag:%2241389-60456c401b757%22	http://www.cantaclaro.com.pe/wp-content/uploads/2023/05/Slider1-1.jpg	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/uploads/2023/05/Slider1-1.jpg	(from http://www.cantaclaro.com.pe/)
19:48:56	103082/103082	---MC-	200	added ('OK')	text/html	date:Fri,%2017%20Jan%202025%2000:48:52%20GMT	http://www.cantaclaro.com.pe/cereales/	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/cereales/index.html	(from http://www.cantaclaro.com.pe/)
19:49:12	255958/255958	---M--	200	added ('OK')	image/jpeg	etag:%223e7d6-60456c42d4013%22	http://www.cantaclaro.com.pe/wp-content/uploads/2023/05/Slider2-1.jpg	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/uploads/2023/05/Slider2-1.jpg	(from http://www.cantaclaro.com.pe/)
19:49:17	135566/135566	---MC-	200	added ('OK')	text/html	date:Fri,%2017%20Jan%202025%2000:49:14%20GMT	http://www.cantaclaro.com.pe/blog/	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/blog/index.html	(from http://www.cantaclaro.com.pe/)
19:49:26	163364/163364	---M--	200	added ('OK')	image/png	etag:%2227e24-60456c2854ad8%22	http://www.cantaclaro.com.pe/wp-content/uploads/2023/05/Logo-Cantaclaro-968x1024.png	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/uploads/2023/05/Logo-Cantaclaro-968x1024.png	(from http://www.cantaclaro.com.pe/)
19:49:31	97555/97555	---MC-	200	added ('OK')	text/html	date:Fri,%2017%20Jan%202025%2000:49:27%20GMT	http://www.cantaclaro.com.pe/contacto/	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/contacto/index.html	(from http://www.cantaclaro.com.pe/)
19:49:33	273312/273312	---M--	200	added ('OK')	image/jpeg	etag:%2242ba0-60456c45899ef%22	http://www.cantaclaro.com.pe/wp-content/uploads/2023/05/Slider3-1.jpg	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/uploads/2023/05/Slider3-1.jpg	(from http://www.cantaclaro.com.pe/)
19:49:40	125021/125021	---M--	200	added ('OK')	image/jpeg	etag:%221e85d-60456c127f76d%22	http://www.cantaclaro.com.pe/wp-content/uploads/2023/05/Fondo_Productos.jpg	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/uploads/2023/05/Fondo_Productos.jpg	(from http://www.cantaclaro.com.pe/)
19:49:52	116716/116716	---M--	200	added ('OK')	image/png	etag:%221c7ec-60456c65d3e2a%22	http://www.cantaclaro.com.pe/wp-content/uploads/2023/05/maiz-pop-semilla.png	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/uploads/2023/05/maiz-pop-semilla.png	(from http://www.cantaclaro.com.pe/)
19:50:00	1080614/1080614	---MC-	200	added ('OK')	application/json	date:Fri,%2017%20Jan%202025%2000:46:51%20GMT	http://www.cantaclaro.com.pe/wp-json/	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-json/index.html	(from http://www.cantaclaro.com.pe/)
19:50:07	225682/225682	---M--	200	added ('OK')	image/png	etag:%2237192-60456c2c32ee2%22	http://www.cantaclaro.com.pe/wp-content/uploads/2023/05/MAIZPOPCORN.png	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/uploads/2023/05/MAIZPOPCORN.png	(from http://www.cantaclaro.com.pe/)
19:50:08	3720/3720	---M--	200	added ('OK')	image/jpeg	etag:%22e88-60456c67ed3fa%22	http://www.cantaclaro.com.pe/wp-content/uploads/2023/05/newrest.jpg	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/uploads/2023/05/newrest.jpg	(from http://www.cantaclaro.com.pe/)
19:50:09	4014/4014	---M--	200	added ('OK')	image/jpeg	etag:%22fae-60456c68feef6%22	http://www.cantaclaro.com.pe/wp-content/uploads/2023/05/panaservice.jpg	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/uploads/2023/05/panaservice.jpg	(from http://www.cantaclaro.com.pe/)
19:50:10	4217/4217	---M--	200	added ('OK')	image/jpeg	etag:%221079-60456c6966356%22	http://www.cantaclaro.com.pe/wp-content/uploads/2023/05/plazavea.jpg	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/uploads/2023/05/plazavea.jpg	(from http://www.cantaclaro.com.pe/)
19:50:11	3802/3802	---M--	200	added ('OK')	image/jpeg	etag:%22eda-60456c6da2367%22	http://www.cantaclaro.com.pe/wp-content/uploads/2023/05/sodexo.jpg	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/uploads/2023/05/sodexo.jpg	(from http://www.cantaclaro.com.pe/)
19:50:13	5243/5243	---M--	200	added ('OK')	image/jpeg	etag:%22147b-60456c663c612%22	http://www.cantaclaro.com.pe/wp-content/uploads/2023/05/mayorsa.jpg	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/uploads/2023/05/mayorsa.jpg	(from http://www.cantaclaro.com.pe/)
19:50:13	263/263	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Jan%202025%2000:50:14%20GMT	http://www.cantaclaro.com.pe/wp-content/themes/Impreza	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/themes/Impreza	(from http://www.cantaclaro.com.pe/)
19:50:13	40/40	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Jan%202025%2000:50:14%20GMT	http://www.cantaclaro.com.pe/wp-content/themes/Impreza/	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/themes/Impreza/index.html	(from http://www.cantaclaro.com.pe/)
19:50:16	153496/153496	---M--	200	added ('OK')	image/png	etag:%2225798-60456c4b57bb6%22	http://www.cantaclaro.com.pe/wp-content/uploads/2023/05/arveja-verde-semilla.png	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/uploads/2023/05/arveja-verde-semilla.png	(from http://www.cantaclaro.com.pe/)
19:50:18	9505/9505	---M--	200	added ('OK')	application/javascript	etag:%222521-604565fa7fa19%22	http://www.cantaclaro.com.pe/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.7.6.1	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.minb69f.js	(from http://www.cantaclaro.com.pe/)
19:50:19	3029/3029	---M--	200	added ('OK')	application/javascript	etag:%22bd5-604565f40759d%22	http://www.cantaclaro.com.pe/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=7.6.1	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min56be.js	(from http://www.cantaclaro.com.pe/)
19:50:20	1834/1834	---M--	200	added ('OK')	application/javascript	etag:%2272a-6045660711769%22	http://www.cantaclaro.com.pe/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.7.6.1	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min44bd.js	(from http://www.cantaclaro.com.pe/)
19:50:20	2139/2139	---M--	200	added ('OK')	application/javascript	etag:%2285b-604565f93b681%22	http://www.cantaclaro.com.pe/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=7.6.1	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min56be.js	(from http://www.cantaclaro.com.pe/)
19:50:21	256582/256582	---M--	200	added ('OK')	image/png	etag:%223ea46-60456bf6c3b9a%22	http://www.cantaclaro.com.pe/wp-content/uploads/2023/05/ARVEJAPARTIDAVERDE.png	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/uploads/2023/05/ARVEJAPARTIDAVERDE.png	(from http://www.cantaclaro.com.pe/)
19:50:21	49785/49785	---M--	200	added ('OK')	image/png	etag:%22c279-60456c7de4e2f%22	http://www.cantaclaro.com.pe/wp-content/uploads/2023/06/Logo-Cantaclaro.png	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/uploads/2023/06/Logo-Cantaclaro.png	(from http://www.cantaclaro.com.pe/)
19:50:21	2938/2938	---M--	200	added ('OK')	application/javascript	etag:%22b7a-604565f4d0c54%22	http://www.cantaclaro.com.pe/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=7.6.1	C:/Mis%20lugares%20Web/test/www.cantaclaro.com.pe/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min56be.js	(from http://www.cantaclaro.com.pe/)
